Real,User,Sys,Algorithm,Dataset,Iteration,Unvisited
159.27,151.23,4.35,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,11,26562278
130.26,114.62,4.98,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,11,26562278
168.44,157.63,5.27,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,11,26562278
139.09,120.82,5.52,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,11,26562278
103.94,93.39,4.26,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,11,26562278
108.96,100.64,4.03,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,11,26562278
139.12,132.10,4.11,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,12,26562278
129.56,122.89,3.84,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,12,26562278
157.88,150.84,4.16,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,12,26562278
129.19,114.43,4.84,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,12,26562278
168.23,157.72,5.23,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,12,26562278
138.68,121.05,5.18,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,12,26562278
103.49,93.52,4.31,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,12,26562278
108.99,100.87,3.92,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,12,26562278
138.98,132.36,3.82,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,13,26562278
129.05,122.37,3.82,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,13,26562278
157.42,150.36,4.26,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,13,26562278
129.82,114.74,4.92,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,13,26562278
171.87,156.81,5.70,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,13,26562278
138.29,121.00,5.19,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,13,26562278
102.63,93.30,4.32,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,13,26562278
107.91,100.54,3.97,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,13,26562278
138.35,132.58,3.72,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,14,26562278
128.78,122.89,3.80,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,14,26562278
157.01,150.81,4.15,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,14,26562278
128.37,114.55,4.71,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,14,26562278
166.80,157.40,5.32,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,14,26562278
138.24,121.24,5.46,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,14,26562278
102.71,93.45,4.23,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,14,26562278
109.16,102.03,3.90,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,14,26562278
138.38,132.48,3.86,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,15,26562278
127.81,122.60,3.68,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,15,26562278
156.37,150.56,3.88,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,15,26562278
129.44,115.17,4.86,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,15,26562278
166.81,157.09,5.36,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,15,26562278
137.98,121.00,5.31,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,15,26562278
102.84,93.54,4.29,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,15,26562278
108.52,100.90,3.98,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,15,26562278
138.13,132.32,3.83,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,16,26562278
129.01,123.10,3.86,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,16,26562278
156.73,150.58,4.08,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,16,26562278
128.58,114.48,4.69,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,16,26562278
165.87,156.68,5.08,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,16,26562278
138.94,121.67,5.43,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,16,26562278
107.01,93.18,4.95,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,16,26562278
113.65,100.75,4.56,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,16,26562278
143.40,132.07,4.57,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,17,26562278
133.11,122.85,4.16,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,17,26562278
161.02,150.24,4.61,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,17,26562278
132.42,114.57,4.92,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,17,26562278
170.17,156.78,6.11,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,17,26562278
141.59,120.91,5.93,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,17,26562278
107.10,93.22,4.88,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,17,26562278
112.77,100.64,4.53,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,17,26562278
143.02,132.29,4.46,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,18,26562278
133.22,122.59,4.34,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,18,26562278
165.57,154.63,4.59,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,18,26562278
132.76,114.42,5.30,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,18,26562278
169.97,156.90,5.43,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,18,26562278
142.22,121.00,5.83,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,18,26562278
106.95,93.19,4.75,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,18,26562278
112.14,100.64,4.25,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,18,26562278
142.15,132.08,4.09,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,19,26562278
132.32,122.24,4.31,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,19,26562278
160.94,150.53,4.56,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,19,26562278
132.54,114.29,5.34,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,19,26562278
169.73,156.46,5.68,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,19,26562278
141.32,120.79,5.76,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,19,26562278
105.91,93.14,4.76,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,19,26562278
111.18,100.81,4.15,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,19,26562278
141.59,132.79,4.12,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,20,26562278
134.43,122.95,4.38,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,20,26562278
157.96,151.24,3.94,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,20,26562278
129.61,114.48,4.92,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,20,26562278
167.37,157.17,5.07,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,20,26562278
139.04,120.99,5.25,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,20,26562278
104.12,93.75,4.41,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,20,26562278
110.51,101.86,4.09,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,20,26562278
139.53,132.72,3.96,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,21,26562278
133.99,122.86,4.43,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,21,26562278
161.03,150.91,4.36,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,21,26562278
129.98,114.35,4.79,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,21,26562278
161.36,156.96,4.26,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,21,26562278
131.97,120.25,4.56,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,21,26562278
96.75,93.27,3.38,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,21,26562278
104.01,100.38,3.53,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,21,26562278
136.10,132.59,3.38,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,22,26562278
126.53,122.98,3.43,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,22,26562278
155.14,151.24,3.76,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,22,26562278
122.62,114.23,3.99,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,22,26562278
161.60,157.10,4.35,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,22,26562278
133.01,120.58,4.77,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,22,26562278
96.66,93.12,3.44,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,22,26562278
105.02,101.48,3.43,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,22,26562278
136.15,132.66,3.36,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,23,26562278
126.05,122.61,3.32,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,23,26562278
154.81,151.01,3.66,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,23,26562278
124.75,114.48,4.28,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,23,26562278
166.25,156.88,5.09,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,23,26562278
137.03,120.82,5.18,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,23,26562278
102.13,93.56,4.17,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,23,26562278
106.75,100.52,3.74,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,23,26562278
137.63,132.80,3.65,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,24,26562278
128.22,123.90,3.53,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,24,26562278
156.78,152.43,3.73,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,24,26562278
126.93,114.66,4.41,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,24,26562278
164.69,156.85,4.97,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,24,26562278
136.70,121.20,5.09,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,24,26562278
100.75,93.63,3.90,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,24,26562278
106.16,100.69,3.84,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,24,26562278
135.76,132.27,3.37,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,25,26562278
126.04,122.60,3.32,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,25,26562278
154.68,150.80,3.65,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,25,26562278
126.52,114.34,4.49,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,25,26562278
164.79,157.12,5.05,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,25,26562278
136.43,120.84,5.26,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,25,26562278
100.28,93.07,4.00,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,25,26562278
105.62,100.25,3.73,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-1.gr,25,26562278
223.14,131.34,14.12,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,1,26562278
123.78,120.31,3.34,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,1,26562278
154.16,150.37,3.65,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,1,26562278
124.70,112.31,4.39,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,1,26562278
164.94,157.34,5.27,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,1,26562278
147.15,121.39,5.94,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,1,26562278
102.40,91.50,4.26,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,1,26562278
105.95,98.62,3.76,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,1,26562278
132.94,129.44,3.38,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,2,26562278
124.23,120.87,3.24,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,2,26562278
152.64,148.79,3.72,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,2,26562278
122.20,112.13,4.03,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,2,26562278
163.22,157.09,5.25,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,2,26562278
145.16,121.03,5.66,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,2,26562278
97.74,92.46,3.59,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,2,26562278
102.26,98.73,3.43,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,2,26562278
134.33,130.95,3.26,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,3,26562278
123.86,120.48,3.26,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,3,26562278
150.99,147.23,3.62,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,3,26562278
122.62,112.42,4.15,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,3,26562278
163.24,157.33,5.10,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,3,26562278
144.48,121.35,5.55,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,3,26562278
97.25,92.50,3.55,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,3,26562278
102.75,99.41,3.24,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,3,26562278
133.40,129.96,3.32,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,4,26562278
123.91,120.38,3.42,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,4,26562278
151.15,147.53,3.49,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,4,26562278
122.58,112.27,4.14,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,4,26562278
163.40,157.29,5.07,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,4,26562278
145.21,121.21,5.54,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,4,26562278
96.59,91.34,3.57,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,4,26562278
102.03,98.53,3.40,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,4,26562278
133.26,129.77,3.36,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,5,26562278
123.67,120.13,3.43,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,5,26562278
151.48,147.65,3.70,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,5,26562278
126.53,112.33,4.82,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,5,26562278
166.95,157.34,5.55,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,5,26562278
148.52,121.02,6.10,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,5,26562278
101.63,92.35,4.22,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,5,26562278
106.17,98.51,3.97,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,5,26562278
136.48,130.77,3.63,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,6,26562278
126.05,120.25,3.76,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,6,26562278
153.83,147.68,4.00,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,6,26562278
126.73,112.38,4.57,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,6,26562278
167.58,157.39,5.54,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,6,26562278
149.09,121.24,6.37,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,6,26562278
100.88,91.63,4.14,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,6,26562278
106.25,98.69,3.89,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,6,26562278
136.04,130.27,3.69,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,7,26562278
126.01,120.25,3.79,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,7,26562278
154.49,148.17,4.16,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,7,26562278
126.10,112.27,4.60,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,7,26562278
169.33,158.94,5.44,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,7,26562278
